,Age,Gender,Department,Designation,MonthlySalary,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,DistanceFromHome,LeavesTaken,LeftCompany,DistanceGroup,SalaryGroup,TrainingGroup
1113,25,Female,Accounts,Accounts Officer,102935,7,4,5,45,0,5,3,42.2,20,0,30+km,101K-110K,41-45
1114,53,Male,IT,Software Engineer,82610,5,2,2,54,1,3,2,18.7,10,0,15–30 km,81K-90K,51-55
1115,52,Female,Admin,Office Assistant,87592,10,7,3,44,0,1,1,34.8,25,1,30+km,81K-90K,41-45
1116,47,Male,Accounts,Accounts Officer,65633,2,2,4,13,1,4,2,11.8,24,0,5–15 km,61K-70K,11-15
1117,40,Other,Accounts,Accounts Officer,92286,8,5,5,32,1,2,3,30.1,28,1,30+km,91K-100K,31-35
1118,33,Other,IT,Software Engineer,89241,5,4,2,58,1,4,2,48.6,0,0,30+km,81K-90K,56-60
1119,58,Other,IT,Software Engineer,19334,2,1,2,55,0,1,1,9.6,3,1,5–15 km,15K-30K,51-55
1120,59,Female,Accounts,Accounts Officer,87507,10,10,1,23,1,2,4,19.1,12,1,15–30 km,81K-90K,21-25
1121,35,Other,IT,Software Engineer,18290,1,0,4,58,0,3,1,10.1,5,0,5–15 km,15K-30K,56-60
1122,56,Female,IT,Software Engineer,29296,7,7,1,46,1,5,3,6.2,12,0,5–15 km,15K-30K,46-50
1123,54,Female,Accounts,Accounts Officer,89230,5,5,1,50,1,1,1,31.9,6,1,30+km,81K-90K,46-50
1124,56,Male,Accounts,Accounts Officer,79209,9,5,5,21,1,2,1,42.8,3,1,30+km,71K-80K,21-25
1125,58,Male,Accounts,Accounts Officer,80220,7,6,5,47,0,5,1,30.8,5,0,30+km,81K-90K,46-50
1126,34,Male,IT,Software Engineer,23997,6,1,3,53,1,5,1,12.4,11,1,5–15 km,15K-30K,51-55
1127,34,Female,HR,HR Executive,105051,6,5,2,25,0,2,4,31.3,6,1,30+km,101K-110K,21-25
1128,50,Female,Admin,Office Assistant,31117,3,0,4,6,1,5,2,15.0,9,0,5–15 km,31K-40K,6-10
1129,45,Other,HR,HR Executive,109704,9,1,2,53,0,2,2,7.7,7,0,5–15 km,101K-110K,51-55
1130,46,Female,Sales,Sales Associate,79779,8,5,1,28,1,2,3,30.6,23,1,30+km,71K-80K,26-30
1131,29,Other,IT,Software Engineer,103920,8,8,2,52,0,5,1,19.8,15,0,15–30 km,101K-110K,51-55
1132,52,Female,Admin,Office Assistant,25112,6,3,4,13,0,2,2,26.5,2,1,15–30 km,15K-30K,11-15
1133,37,Female,Accounts,Accounts Officer,83251,2,1,3,6,1,4,3,19.3,27,0,15–30 km,81K-90K,6-10
1134,54,Other,Admin,Office Assistant,112163,4,1,2,42,1,4,3,28.4,30,0,15–30 km,111K-120K,41-45
1135,33,Male,Sales,Sales Associate,107907,3,3,3,7,1,2,1,37.2,5,1,30+km,101K-110K,6-10
1136,25,Other,HR,HR Executive,33079,1,1,5,29,1,1,1,13.2,22,1,5–15 km,31K-40K,26-30
1137,34,Other,Sales,Sales Associate,106825,2,0,5,57,1,5,4,39.7,2,0,30+km,101K-110K,56-60
1138,49,Male,HR,HR Executive,43326,6,1,2,21,0,5,3,27.8,3,0,15–30 km,41K-50K,21-25
1139,23,Male,HR,HR Executive,21820,3,0,5,39,0,3,4,48.7,15,0,30+km,15K-30K,36-40
1140,59,Male,IT,Software Engineer,58371,8,6,3,19,0,4,1,24.4,17,0,15–30 km,51K-60K,16-20
1141,54,Other,Sales,Sales Associate,78358,3,3,5,32,1,4,1,16.6,7,1,15–30 km,71K-80K,31-35
1142,32,Male,Accounts,Accounts Officer,60178,9,1,1,10,0,3,3,30.2,1,0,30+km,61K-70K,6-10
1143,53,Other,Sales,Sales Associate,41063,8,3,2,18,1,2,1,1.7,10,0,0–5 km,41K-50K,16-20
1144,39,Other,Admin,Office Assistant,105222,4,3,3,16,0,4,1,34.5,28,0,30+km,101K-110K,16-20
1145,59,Male,Sales,Sales Associate,96635,1,0,5,24,1,4,1,33.0,13,1,30+km,91K-100K,21-25
1146,33,Male,Accounts,Accounts Officer,26046,4,3,3,58,0,4,2,42.9,21,1,30+km,15K-30K,56-60
1147,47,Female,Admin,Office Assistant,43107,4,4,4,20,1,1,1,22.6,29,0,15–30 km,41K-50K,16-20
1148,35,Male,Accounts,Accounts Officer,31026,9,2,1,19,0,2,3,20.0,0,1,15–30 km,31K-40K,16-20
1149,58,Other,HR,HR Executive,23309,7,2,3,53,0,3,4,27.9,11,0,15–30 km,15K-30K,51-55
1150,25,Female,Admin,Office Assistant,116531,5,0,3,37,1,4,4,4.6,25,1,0–5 km,111K-120K,36-40
1151,33,Male,HR,HR Executive,30839,7,1,5,30,1,5,4,31.0,15,0,30+km,31K-40K,26-30
1152,46,Other,Accounts,Accounts Officer,93382,9,7,1,21,1,4,1,19.6,1,1,15–30 km,91K-100K,21-25
1153,56,Female,Accounts,Accounts Officer,101759,6,5,5,6,1,1,4,42.9,10,0,30+km,101K-110K,6-10
1154,28,Female,Accounts,Accounts Officer,108085,5,5,5,3,1,2,4,5.7,9,0,5–15 km,101K-110K,0-5
1155,51,Female,Sales,Sales Associate,109883,6,6,1,29,1,4,2,20.5,25,0,15–30 km,101K-110K,26-30
1156,23,Other,Admin,Office Assistant,18479,5,1,1,4,1,3,4,35.1,19,0,30+km,15K-30K,0-5
1157,25,Female,Admin,Office Assistant,43051,2,1,5,47,1,2,3,21.3,20,0,15–30 km,41K-50K,46-50
1158,52,Male,Accounts,Accounts Officer,93648,9,3,2,29,0,3,3,22.9,0,0,15–30 km,91K-100K,26-30
1159,47,Male,HR,HR Executive,21929,9,8,5,38,1,1,2,24.3,6,1,15–30 km,15K-30K,36-40
1160,29,Male,Accounts,Accounts Officer,19799,6,2,1,2,0,4,4,28.5,10,0,15–30 km,15K-30K,0-5
1161,52,Female,IT,Software Engineer,38144,6,5,3,19,1,2,2,30.6,30,0,30+km,31K-40K,16-20
1162,49,Other,IT,Software Engineer,15438,4,1,3,25,1,3,2,40.0,19,1,30+km,15K-30K,21-25
1163,39,Female,Accounts,Accounts Officer,104469,4,4,1,53,1,2,3,46.9,21,1,30+km,101K-110K,51-55
1164,24,Female,Admin,Office Assistant,69943,3,2,2,19,0,5,3,18.4,4,1,15–30 km,61K-70K,16-20
1165,48,Other,Accounts,Accounts Officer,88337,5,3,1,39,1,5,1,29.5,26,0,15–30 km,81K-90K,36-40
1166,56,Male,Admin,Office Assistant,89797,5,5,1,43,0,2,1,2.2,14,1,0–5 km,81K-90K,41-45
1167,42,Other,Accounts,Accounts Officer,118125,2,2,3,43,1,1,1,32.9,5,1,30+km,111K-120K,41-45
1168,49,Other,Admin,Office Assistant,32460,2,1,5,16,0,1,2,21.2,5,0,15–30 km,31K-40K,16-20
1169,25,Female,Sales,Sales Associate,118713,5,0,2,13,1,1,4,37.3,18,1,30+km,111K-120K,11-15
1170,23,Male,IT,Software Engineer,30019,9,9,4,46,1,1,2,2.1,27,1,0–5 km,31K-40K,46-50
1171,25,Other,IT,Software Engineer,87621,7,5,3,56,0,3,2,20.6,18,0,15–30 km,81K-90K,56-60
1172,31,Other,IT,Software Engineer,103939,5,1,3,7,1,1,2,12.0,0,0,5–15 km,101K-110K,6-10
1173,46,Female,IT,Software Engineer,52208,5,2,3,23,1,4,1,39.2,7,0,30+km,51K-60K,21-25
1174,34,Other,IT,Software Engineer,29328,3,3,5,19,0,2,3,29.8,18,0,15–30 km,15K-30K,16-20
1175,37,Female,Accounts,Accounts Officer,53856,2,2,3,25,1,3,4,14.9,4,0,5–15 km,51K-60K,21-25
1176,28,Other,HR,HR Executive,21129,2,2,3,28,0,1,2,22.3,4,1,15–30 km,15K-30K,26-30
1177,40,Male,Admin,Office Assistant,32032,2,2,5,33,1,1,3,31.1,27,0,30+km,31K-40K,31-35
1178,45,Other,HR,HR Executive,33724,4,4,2,26,1,1,2,31.0,23,1,30+km,31K-40K,26-30
1179,50,Male,HR,HR Executive,39766,6,6,3,14,0,5,1,13.8,26,0,5–15 km,31K-40K,11-15
1180,39,Male,Admin,Office Assistant,36758,8,1,5,42,0,4,3,45.0,26,0,30+km,31K-40K,41-45
1181,32,Other,Sales,Sales Associate,64342,1,0,4,2,1,3,4,10.7,13,0,5–15 km,61K-70K,0-5
1182,48,Female,Accounts,Accounts Officer,31387,2,0,1,53,1,2,3,6.5,29,1,5–15 km,31K-40K,51-55
1183,35,Female,Admin,Office Assistant,111120,4,2,3,7,1,2,2,17.6,3,0,15–30 km,111K-120K,6-10
1184,23,Female,HR,HR Executive,69517,10,5,4,36,0,3,2,34.8,22,0,30+km,61K-70K,36-40
1185,41,Female,IT,Software Engineer,30969,2,0,3,57,1,1,3,28.3,14,0,15–30 km,31K-40K,56-60
1186,57,Male,IT,Software Engineer,71973,4,1,3,17,0,1,1,35.8,26,1,30+km,71K-80K,16-20
1187,53,Female,HR,HR Executive,30493,4,3,4,19,1,3,1,15.7,4,1,15–30 km,31K-40K,16-20
1188,34,Female,HR,HR Executive,48917,3,1,3,18,1,2,1,7.9,29,0,5–15 km,41K-50K,16-20
1189,43,Female,HR,HR Executive,64628,8,6,2,60,0,5,4,18.3,19,0,15–30 km,61K-70K,56-60
1190,36,Male,Sales,Sales Associate,21707,5,2,4,32,1,1,3,10.1,11,0,5–15 km,15K-30K,31-35
1191,28,Other,Admin,Office Assistant,38684,5,3,5,50,1,2,1,34.5,7,1,30+km,31K-40K,46-50
1192,46,Other,IT,Software Engineer,73234,2,0,3,19,1,1,1,49.9,16,1,30+km,71K-80K,16-20
1193,32,Other,Accounts,Accounts Officer,64248,4,0,3,52,1,1,4,32.3,2,0,30+km,61K-70K,51-55
1194,52,Other,Sales,Sales Associate,36125,9,3,5,30,1,3,1,39.5,3,1,30+km,31K-40K,26-30
1195,55,Other,Accounts,Accounts Officer,49527,5,5,1,27,0,5,2,15.0,19,0,5–15 km,41K-50K,26-30
1196,39,Female,Accounts,Accounts Officer,18281,5,2,4,9,0,4,1,42.2,8,1,30+km,15K-30K,6-10
1197,40,Other,IT,Software Engineer,40439,6,1,4,36,0,2,4,3.0,15,1,0–5 km,41K-50K,36-40
1198,59,Male,Admin,Office Assistant,80317,5,2,4,12,1,5,4,39.5,22,0,30+km,81K-90K,11-15
1199,46,Other,Sales,Sales Associate,101515,3,0,5,37,1,2,4,19.8,10,0,15–30 km,101K-110K,36-40
1200,41,Other,Sales,Sales Associate,74987,9,4,2,24,1,4,2,7.0,29,1,5–15 km,71K-80K,21-25
1201,31,Female,Sales,Sales Associate,91170,6,4,1,52,0,2,2,45.0,11,1,30+km,91K-100K,51-55
1202,40,Male,Admin,Office Assistant,15031,5,0,3,28,0,1,2,5.3,29,1,5–15 km,15K-30K,26-30
1203,25,Male,Admin,Office Assistant,69263,2,0,4,34,0,4,3,13.5,8,0,5–15 km,61K-70K,31-35
1204,40,Other,Admin,Office Assistant,73289,7,1,2,5,1,5,2,14.6,24,0,5–15 km,71K-80K,0-5
1205,31,Other,Sales,Sales Associate,50107,6,4,4,6,0,4,4,15.8,15,0,15–30 km,51K-60K,6-10
1206,43,Other,HR,HR Executive,65057,2,1,2,57,0,4,1,7.8,27,0,5–15 km,61K-70K,56-60
1207,48,Male,HR,HR Executive,97205,9,3,4,36,1,3,4,15.6,20,0,15–30 km,91K-100K,36-40
1208,43,Male,HR,HR Executive,111950,8,2,1,13,0,2,2,36.3,14,0,30+km,111K-120K,11-15
1209,54,Male,Admin,Office Assistant,87001,8,3,4,17,1,3,3,45.3,6,0,30+km,81K-90K,16-20
1210,58,Other,Sales,Sales Associate,37760,5,1,2,48,1,4,4,13.4,0,1,5–15 km,31K-40K,46-50
1211,51,Other,Sales,Sales Associate,68542,6,2,1,30,0,5,1,28.4,14,1,15–30 km,61K-70K,26-30
1212,35,Male,HR,HR Executive,88349,8,7,1,12,0,2,4,12.7,27,0,5–15 km,81K-90K,11-15
1213,43,Other,HR,HR Executive,111466,10,6,5,30,0,2,4,4.1,21,0,0–5 km,111K-120K,26-30
1214,46,Male,Admin,Office Assistant,86094,2,1,3,29,0,4,1,48.7,12,0,30+km,81K-90K,26-30
1215,30,Female,HR,HR Executive,115461,10,3,2,39,1,2,3,6.2,15,1,5–15 km,111K-120K,36-40
1216,34,Female,Sales,Sales Associate,24928,6,0,1,30,1,2,1,40.5,12,1,30+km,15K-30K,26-30
1217,59,Female,IT,Software Engineer,119783,7,1,5,60,0,4,2,24.0,1,0,15–30 km,111K-120K,56-60
1218,56,Female,HR,HR Executive,41705,3,1,3,43,0,2,3,5.3,4,0,5–15 km,41K-50K,41-45
1219,53,Female,Admin,Office Assistant,61124,1,0,3,13,1,1,3,5.1,19,0,5–15 km,61K-70K,11-15
1220,28,Other,Admin,Office Assistant,57442,6,6,3,57,0,2,4,25.3,8,0,15–30 km,51K-60K,56-60
1221,38,Male,Accounts,Accounts Officer,72432,9,4,1,52,0,4,2,36.2,26,1,30+km,71K-80K,51-55
1222,33,Male,Sales,Sales Associate,106328,6,1,5,15,1,1,3,31.3,17,0,30+km,101K-110K,11-15
1223,43,Other,Admin,Office Assistant,118684,10,3,4,45,0,4,4,30.8,30,0,30+km,111K-120K,41-45
1224,40,Female,HR,HR Executive,73924,4,2,1,1,0,1,4,16.8,21,1,15–30 km,71K-80K,0-5
1225,51,Female,Admin,Office Assistant,83630,6,1,1,44,0,2,1,27.3,16,0,15–30 km,81K-90K,41-45
1226,57,Male,IT,Software Engineer,55066,6,1,5,54,1,2,3,45.3,9,0,30+km,51K-60K,51-55
1227,29,Female,HR,HR Executive,15460,4,2,5,53,1,1,2,5.4,6,1,5–15 km,15K-30K,51-55
1228,42,Female,Admin,Office Assistant,93730,6,5,3,52,0,1,4,25.6,5,0,15–30 km,91K-100K,51-55
1229,38,Male,HR,HR Executive,115517,8,2,4,53,1,2,2,25.1,9,0,15–30 km,111K-120K,51-55
1230,28,Male,Accounts,Accounts Officer,111004,5,1,4,60,1,4,2,46.3,9,1,30+km,111K-120K,56-60
1231,33,Other,IT,Software Engineer,59444,7,0,1,31,1,3,3,11.2,30,0,5–15 km,51K-60K,31-35
1232,38,Male,Accounts,Accounts Officer,117560,3,2,2,14,0,3,4,43.1,6,0,30+km,111K-120K,11-15
1233,41,Female,IT,Software Engineer,59998,7,3,2,8,1,5,1,7.9,18,1,5–15 km,51K-60K,6-10
1234,35,Other,Admin,Office Assistant,15351,4,1,5,41,0,2,2,29.3,3,1,15–30 km,15K-30K,41-45
1235,34,Female,Admin,Office Assistant,72166,4,2,5,23,1,2,2,11.5,6,0,5–15 km,71K-80K,21-25
1236,45,Female,Admin,Office Assistant,45408,6,4,4,32,0,3,3,18.3,16,0,15–30 km,41K-50K,31-35
1237,30,Male,Sales,Sales Associate,114769,1,0,5,47,0,1,2,33.1,28,0,30+km,111K-120K,46-50
1238,33,Male,IT,Software Engineer,77460,5,1,2,1,1,3,4,21.0,14,0,15–30 km,71K-80K,0-5
1239,60,Other,HR,HR Executive,72685,10,1,2,38,1,2,3,3.4,11,0,0–5 km,71K-80K,36-40
1240,48,Other,IT,Software Engineer,64783,4,2,5,57,1,1,3,47.7,6,1,30+km,61K-70K,56-60
1241,27,Female,Admin,Office Assistant,39143,3,0,2,37,1,1,2,47.1,5,0,30+km,31K-40K,36-40
1242,25,Other,Accounts,Accounts Officer,82492,3,2,4,14,0,1,1,3.4,17,0,0–5 km,81K-90K,11-15
1243,52,Male,HR,HR Executive,33965,9,2,2,55,1,2,4,49.2,15,1,30+km,31K-40K,51-55
1244,30,Other,IT,Software Engineer,88545,7,5,2,21,0,3,1,18.6,7,0,15–30 km,81K-90K,21-25
1245,56,Other,Admin,Office Assistant,111558,8,2,2,12,0,2,1,8.1,27,1,5–15 km,111K-120K,11-15
1246,37,Other,Accounts,Accounts Officer,18258,5,2,1,19,1,3,3,13.3,24,0,5–15 km,15K-30K,16-20
1247,60,Female,Accounts,Accounts Officer,53567,10,10,2,11,0,2,2,1.7,10,1,0–5 km,51K-60K,11-15
1248,26,Other,Sales,Sales Associate,104505,6,0,1,27,1,4,2,10.4,23,0,5–15 km,101K-110K,26-30
1249,46,Female,Sales,Sales Associate,38740,5,4,1,25,1,2,1,35.1,25,1,30+km,31K-40K,21-25
1250,25,Female,Sales,Sales Associate,74645,9,7,5,8,1,3,4,6.0,7,0,5–15 km,71K-80K,6-10
1251,27,Female,Accounts,Accounts Officer,66493,8,5,2,38,0,1,1,44.4,3,1,30+km,61K-70K,36-40
1252,39,Male,IT,Software Engineer,117215,8,2,3,39,0,2,3,13.0,22,0,5–15 km,111K-120K,36-40
1253,34,Female,HR,HR Executive,76367,3,0,1,29,0,4,3,22.1,7,0,15–30 km,71K-80K,26-30
1254,41,Male,Sales,Sales Associate,48084,4,1,2,47,1,1,4,37.8,3,1,30+km,41K-50K,46-50
1255,54,Female,HR,HR Executive,36995,5,2,2,32,0,1,1,13.5,1,1,5–15 km,31K-40K,31-35
1256,40,Female,Sales,Sales Associate,75657,7,0,1,51,0,2,1,28.8,3,1,15–30 km,71K-80K,51-55
1257,35,Other,IT,Software Engineer,59977,2,2,5,53,1,2,2,47.7,8,0,30+km,51K-60K,51-55
1258,43,Female,Accounts,Accounts Officer,61498,1,1,2,50,0,4,2,1.4,5,0,0–5 km,61K-70K,46-50
1259,44,Female,IT,Software Engineer,46504,7,3,5,15,0,1,4,23.0,16,0,15–30 km,41K-50K,11-15
1260,34,Female,Admin,Office Assistant,29319,2,1,1,47,0,4,2,10.8,26,0,5–15 km,15K-30K,46-50
1261,51,Female,Accounts,Accounts Officer,100447,7,5,4,43,0,5,1,34.6,8,0,30+km,101K-110K,41-45
1262,53,Female,Admin,Office Assistant,43327,4,4,2,34,1,1,1,21.2,24,1,15–30 km,41K-50K,31-35
1263,40,Female,Admin,Office Assistant,82468,9,7,4,30,1,1,3,49.4,14,0,30+km,81K-90K,26-30
1264,39,Female,HR,HR Executive,98861,6,0,1,19,1,4,1,38.3,21,0,30+km,91K-100K,16-20
1265,29,Other,Admin,Office Assistant,51706,9,6,3,49,1,4,4,35.5,30,0,30+km,51K-60K,46-50
1266,52,Other,IT,Software Engineer,24573,2,2,5,49,0,5,3,1.1,21,0,0–5 km,15K-30K,46-50
1267,44,Male,Accounts,Accounts Officer,70644,4,0,4,5,1,5,2,37.0,30,0,30+km,71K-80K,0-5
1268,44,Other,Admin,Office Assistant,30511,4,1,3,42,1,2,2,4.2,8,1,0–5 km,31K-40K,41-45
1269,50,Female,IT,Software Engineer,30618,2,1,5,11,1,1,1,12.2,26,1,5–15 km,31K-40K,11-15
1270,38,Other,Admin,Office Assistant,83524,4,1,2,51,0,3,3,18.6,6,0,15–30 km,81K-90K,51-55
1271,45,Male,Admin,Office Assistant,111576,6,3,4,31,1,1,4,36.1,8,0,30+km,111K-120K,31-35
1272,34,Other,IT,Software Engineer,75451,9,5,4,52,0,2,4,27.8,11,0,15–30 km,71K-80K,51-55
1273,45,Female,IT,Software Engineer,71213,4,0,2,38,0,2,2,25.2,3,1,15–30 km,71K-80K,36-40
1274,50,Other,Accounts,Accounts Officer,24435,4,4,1,5,0,4,3,3.7,28,0,0–5 km,15K-30K,0-5
1275,59,Male,Sales,Sales Associate,15157,7,3,1,3,0,5,2,11.5,15,0,5–15 km,15K-30K,0-5
1276,27,Other,Admin,Office Assistant,74599,2,2,4,40,0,1,4,48.1,8,0,30+km,71K-80K,36-40
1277,29,Female,IT,Software Engineer,24863,3,0,3,12,1,3,2,10.7,18,0,5–15 km,15K-30K,11-15
1278,24,Female,Sales,Sales Associate,69598,2,1,1,35,1,1,1,27.0,6,1,15–30 km,61K-70K,31-35
1279,22,Female,IT,Software Engineer,85933,9,3,3,48,0,3,2,1.6,24,0,0–5 km,81K-90K,46-50
1280,29,Other,Admin,Office Assistant,88238,8,0,4,36,0,3,1,24.0,25,0,15–30 km,81K-90K,36-40
1281,34,Other,HR,HR Executive,70596,5,0,5,1,0,3,3,41.4,11,0,30+km,71K-80K,0-5
1282,48,Female,IT,Software Engineer,74551,2,0,5,45,1,2,4,10.7,2,0,5–15 km,71K-80K,41-45
1283,28,Male,IT,Software Engineer,59790,8,0,3,7,1,3,4,19.9,15,0,15–30 km,51K-60K,6-10
1284,57,Male,Accounts,Accounts Officer,25237,7,1,1,39,1,4,4,19.3,6,0,15–30 km,15K-30K,36-40
1285,53,Male,Accounts,Accounts Officer,95619,6,6,5,1,1,5,3,16.6,25,0,15–30 km,91K-100K,0-5
1286,32,Female,Admin,Office Assistant,107878,10,3,1,58,0,3,4,41.8,2,0,30+km,101K-110K,56-60
1287,32,Female,Admin,Office Assistant,29015,5,0,4,43,1,2,2,27.9,9,0,15–30 km,15K-30K,41-45
1288,58,Other,Accounts,Accounts Officer,98614,6,4,3,4,1,2,1,26.6,12,1,15–30 km,91K-100K,0-5
1289,59,Female,HR,HR Executive,114017,1,0,3,5,1,4,2,13.2,15,0,5–15 km,111K-120K,0-5
1290,34,Other,Accounts,Accounts Officer,29112,4,3,1,0,0,4,2,19.9,16,0,15–30 km,15K-30K,0-5
1291,39,Other,HR,HR Executive,82286,10,0,1,26,1,3,4,24.5,14,0,15–30 km,81K-90K,26-30
1292,25,Other,Accounts,Accounts Officer,23159,6,3,5,14,1,2,3,27.1,18,0,15–30 km,15K-30K,11-15
1293,59,Male,HR,HR Executive,85849,5,4,3,38,1,1,3,32.0,9,0,30+km,81K-90K,36-40
1294,46,Male,Admin,Office Assistant,61304,2,2,1,2,0,2,1,49.6,19,1,30+km,61K-70K,0-5
1295,32,Female,HR,HR Executive,54600,8,8,4,10,1,2,1,17.4,21,1,15–30 km,51K-60K,6-10
1296,53,Male,Accounts,Accounts Officer,65698,6,1,5,47,0,5,2,48.6,9,0,30+km,61K-70K,46-50
1297,54,Male,Accounts,Accounts Officer,100240,6,5,5,52,0,1,3,16.2,7,0,15–30 km,101K-110K,51-55
1298,22,Other,Admin,Office Assistant,95602,9,0,3,26,0,3,4,24.2,3,0,15–30 km,91K-100K,26-30
1299,54,Other,HR,HR Executive,60081,6,6,5,22,0,2,4,49.6,29,1,30+km,61K-70K,21-25
1300,24,Male,Accounts,Accounts Officer,113652,4,2,1,15,1,4,2,42.0,11,0,30+km,111K-120K,11-15
1301,53,Male,HR,HR Executive,20169,9,7,3,46,0,2,1,24.6,21,0,15–30 km,15K-30K,46-50
1302,54,Female,IT,Software Engineer,83539,7,5,5,55,1,2,4,1.2,17,0,0–5 km,81K-90K,51-55
1303,34,Male,Accounts,Accounts Officer,107390,6,2,5,44,0,5,4,30.8,13,0,30+km,101K-110K,41-45
1304,58,Female,HR,HR Executive,110550,8,1,1,3,0,4,1,4.8,6,0,0–5 km,111K-120K,0-5
1305,53,Male,Accounts,Accounts Officer,58048,5,2,1,13,0,2,1,36.3,27,1,30+km,51K-60K,11-15
1306,39,Male,IT,Software Engineer,57859,7,0,5,33,0,3,3,29.4,26,0,15–30 km,51K-60K,31-35
1307,39,Other,Accounts,Accounts Officer,17468,3,0,1,36,1,5,3,24.1,24,0,15–30 km,15K-30K,36-40
1308,38,Male,IT,Software Engineer,69885,2,1,5,35,0,4,1,8.9,13,0,5–15 km,61K-70K,31-35
1309,54,Male,HR,HR Executive,42715,7,1,1,60,0,2,3,46.9,15,0,30+km,41K-50K,56-60
1310,33,Male,IT,Software Engineer,16250,2,1,4,33,1,3,1,44.3,27,0,30+km,15K-30K,31-35
1311,25,Other,Admin,Office Assistant,38204,4,2,2,11,1,1,2,6.9,7,1,5–15 km,31K-40K,11-15
1312,59,Male,IT,Software Engineer,49123,6,0,3,4,0,2,3,27.4,25,0,15–30 km,41K-50K,0-5
1313,49,Female,IT,Software Engineer,17577,7,6,2,34,0,2,2,47.7,14,1,30+km,15K-30K,31-35
1314,25,Other,IT,Software Engineer,52788,4,3,4,31,0,3,3,28.2,25,1,15–30 km,51K-60K,31-35
1315,44,Other,HR,HR Executive,49924,7,5,2,26,1,1,1,46.0,1,0,30+km,41K-50K,26-30
1316,35,Other,IT,Software Engineer,18985,1,0,4,14,1,2,2,40.0,12,1,30+km,15K-30K,11-15
1317,39,Other,HR,HR Executive,18054,4,2,5,49,1,3,4,13.1,22,0,5–15 km,15K-30K,46-50
1318,36,Female,IT,Software Engineer,91087,6,2,2,60,1,4,4,27.0,15,1,15–30 km,91K-100K,56-60
1319,50,Female,HR,HR Executive,52243,8,4,5,58,1,3,2,40.1,5,0,30+km,51K-60K,56-60
1320,22,Other,Accounts,Accounts Officer,31515,8,2,3,42,1,4,4,18.5,25,0,15–30 km,31K-40K,41-45
1321,53,Male,IT,Software Engineer,49025,8,3,4,52,0,3,2,45.3,3,0,30+km,41K-50K,51-55
1322,57,Male,Accounts,Accounts Officer,107660,5,3,5,55,0,5,4,43.9,10,0,30+km,101K-110K,51-55
1323,44,Female,Accounts,Accounts Officer,45752,7,2,2,7,0,2,2,20.1,3,1,15–30 km,41K-50K,6-10
1324,23,Other,Sales,Sales Associate,118932,1,1,2,20,0,2,3,24.0,2,1,15–30 km,111K-120K,16-20
1325,24,Male,IT,Software Engineer,24683,1,0,5,1,0,2,1,35.5,8,0,30+km,15K-30K,0-5
1326,36,Female,Sales,Sales Associate,50041,9,1,2,44,0,2,4,45.0,21,1,30+km,51K-60K,41-45
1327,54,Other,Accounts,Accounts Officer,98874,9,3,5,56,1,2,1,22.4,3,1,15–30 km,91K-100K,56-60
1328,54,Female,Sales,Sales Associate,101134,6,6,1,29,0,3,1,3.4,8,0,0–5 km,101K-110K,26-30
1329,48,Male,IT,Software Engineer,104998,8,4,2,4,1,1,3,9.3,13,1,5–15 km,101K-110K,0-5
1330,34,Female,Sales,Sales Associate,30246,7,6,3,60,1,2,3,22.0,25,0,15–30 km,31K-40K,56-60
1331,22,Other,Sales,Sales Associate,32792,9,6,5,0,0,3,1,5.2,13,0,5–15 km,31K-40K,0-5
1332,34,Male,Accounts,Accounts Officer,25195,9,7,4,4,0,3,3,37.4,1,0,30+km,15K-30K,0-5
1333,31,Other,HR,HR Executive,85516,5,5,4,35,1,4,4,23.2,4,1,15–30 km,81K-90K,31-35
1334,57,Male,Admin,Office Assistant,31805,1,0,2,48,1,3,1,39.1,19,1,30+km,31K-40K,46-50
1335,33,Female,Sales,Sales Associate,69586,10,1,3,44,1,1,3,19.2,30,0,15–30 km,61K-70K,41-45
1336,48,Female,HR,HR Executive,105601,9,2,4,7,1,1,2,28.1,2,0,15–30 km,101K-110K,6-10
1337,59,Female,Admin,Office Assistant,108012,10,6,3,2,1,3,4,35.2,25,0,30+km,101K-110K,0-5
1338,39,Other,Sales,Sales Associate,98054,3,2,3,18,1,4,4,21.9,10,0,15–30 km,91K-100K,16-20
1339,46,Other,Admin,Office Assistant,105604,6,3,5,28,0,3,4,7.3,16,0,5–15 km,101K-110K,26-30
1340,33,Male,IT,Software Engineer,92367,5,3,2,34,1,1,4,47.5,5,1,30+km,91K-100K,31-35
1341,29,Female,Sales,Sales Associate,114206,4,0,3,24,0,2,1,12.4,4,0,5–15 km,111K-120K,21-25
1342,52,Male,IT,Software Engineer,72485,2,2,3,14,0,2,2,25.5,15,0,15–30 km,71K-80K,11-15
1343,46,Female,HR,HR Executive,101725,3,1,1,52,1,2,1,44.8,9,0,30+km,101K-110K,51-55
1344,37,Male,HR,HR Executive,44212,3,0,5,56,0,5,1,5.7,0,0,5–15 km,41K-50K,56-60
1345,50,Female,HR,HR Executive,108404,1,1,2,4,0,5,4,35.5,13,1,30+km,101K-110K,0-5
1346,41,Other,HR,HR Executive,43961,9,8,2,6,1,1,4,26.2,16,0,15–30 km,41K-50K,6-10
